ICD_Code,ICD_Group,Name
V306,V,Passenger in 3-whl mv injured in clsn w ped/anml in traf
V307,V,Person outside 3-whl mv injured in clsn w ped/anml in traf
V309,V,Occup of 3-whl mv injured in collision w ped/anml in traf
V31,V,Occupant of 3-whl mv injured in collision w pedal cycle
V310,V,Driver of 3-whl mv injured in collision w pedl cyc nontraf
V311,V,Passenger in 3-whl mv injured in clsn w pedl cyc nontraf
V312,V,Person outside 3-whl mv injured in clsn w pedl cyc nontraf
V313,V,Occup of 3-whl mv injured in collision w pedal cycle nontra
V314,V,Prsn brd/alit a 3-whl mv injured in collision w pedal cycle
V315,V,Driver of 3-whl mv injured in collision w pedl cyc in traf
V316,V,Passenger in 3-whl mv injured in clsn w pedl cyc in traf
V317,V,Person outside 3-whl mv injured in clsn w pedl cyc in traf
V319,V,Occup of 3-whl mv injured in collision w pedal cycle in tra
V32,V,Occupant of 3-whl mv injured in collision w 2/3-whl mv
V320,V,Driver of 3-whl mv injured in collision w 2/3-whl mv nontra
V321,V,Passenger in 3-whl mv injured in clsn w 2/3-whl mv nontraf
V322,V,Person outside 3-whl mv injured in clsn w 2/3-whl mv nontra
V323,V,Occup of 3-whl mv injured in collision w 2/3-whl mv nontraf
V324,V,Prsn brd/alit a 3-whl mv injured in collision w 2/3-whl mv
V325,V,Driver of 3-whl mv injured in collision w 2/3-whl mv in tra
V326,V,Passenger in 3-whl mv injured in clsn w 2/3-whl mv in traf
V327,V,Person outside 3-whl mv injured in clsn w 2/3-whl mv in tra
V329,V,Occup of 3-whl mv injured in collision w 2/3-whl mv in traf
V33,V,"Occupant of 3-whl mv injured pick-up truck, pk-up/van"
V330,V,"Driver of 3-whl mv injured pick-up truck, pk-up/van nontraf"
V331,V,"Pasngr in 3-whl mv injured pick-up truck, pk-up/van nontraf"
V332,V,"Person outside 3-whl mv inj pick-up truck, pk-up/van nontra"
V333,V,"Occup of 3-whl mv injured pick-up truck, pk-up/van nontraf"
V334,V,"Prsn brd/alit a 3-whl mv injured pick-up truck, pk-up/van"
V335,V,"Driver of 3-whl mv injured pick-up truck, pk-up/van in traf"
V336,V,"Pasngr in 3-whl mv injured pick-up truck, pk-up/van in traf"
V337,V,"Person outside 3-whl mv inj pick-up truck, pk-up/van in tra"
V339,V,"Occup of 3-whl mv injured pick-up truck, pk-up/van in traf"
V34,V,Occupant of 3-whl mv injured in collision w hv veh
V340,V,Driver of 3-whl mv injured in collision w hv veh nontraf
V341,V,Passenger in 3-whl mv injured in collision w hv veh nontraf
V342,V,Person outside 3-whl mv injured in clsn w hv veh nontraf
V343,V,Occup of 3-whl mv injured in collision w hv veh nontraf
V344,V,Prsn brd/alit a 3-whl mv injured in collision w hv veh
V345,V,Driver of 3-whl mv injured in collision w hv veh in traf
V346,V,Passenger in 3-whl mv injured in collision w hv veh in traf
V347,V,Person outside 3-whl mv injured in clsn w hv veh in traf
V349,V,Occup of 3-whl mv injured in collision w hv veh in traf
V35,V,Occupant of 3-whl mv injured in collision w rail trn/veh
V350,V,Driver of 3-whl mv injured in clsn w rail trn/veh nontraf
V351,V,Passenger in 3-whl mv injured in clsn w rail trn/veh nontra
V352,V,Person outside 3-whl mv inj in clsn w rail trn/veh nontraf
V353,V,Occup of 3-whl mv injured in clsn w rail trn/veh nontraf
V354,V,Prsn brd/alit a 3-whl mv injured in collision w rail trn/ve
V355,V,Driver of 3-whl mv injured in clsn w rail trn/veh in traf
V356,V,Passenger in 3-whl mv injured in clsn w rail trn/veh in tra
V357,V,Person outside 3-whl mv inj in clsn w rail trn/veh in traf
V359,V,Occup of 3-whl mv injured in clsn w rail trn/veh in traf
V36,V,Occupant of 3-whl mv injured in collision w nonmtr vehicle
V360,V,Driver of 3-whl mv injured in clsn w nonmtr vehicle nontraf
V361,V,Pasngr in 3-whl mv injured in clsn w nonmtr vehicle nontraf
V362,V,Person outside 3-whl mv inj in clsn w nonmtr vehicle nontra
V363,V,Occup of 3-whl mv injured in clsn w nonmtr vehicle nontraf
V364,V,Prsn brd/alit a 3-whl mv injured in clsn w nonmtr vehicle
V365,V,Driver of 3-whl mv injured in clsn w nonmtr vehicle in traf
V366,V,Pasngr in 3-whl mv injured in clsn w nonmtr vehicle in traf
V367,V,Person outside 3-whl mv inj in clsn w nonmtr vehicle in tra
V369,V,Occup of 3-whl mv injured in clsn w nonmtr vehicle in traf
V37,V,Occupant of 3-whl mv injured in collision w statnry object
V370,V,Driver of 3-whl mv injured in clsn w statnry object nontraf
V371,V,Pasngr in 3-whl mv injured in clsn w statnry object nontraf
V372,V,Person outside 3-whl mv inj in clsn w statnry object nontra
V373,V,Occup of 3-whl mv injured in clsn w statnry object nontraf
V374,V,Prsn brd/alit a 3-whl mv injured in clsn w statnry object
V375,V,Driver of 3-whl mv injured in clsn w statnry object in traf
V376,V,Pasngr in 3-whl mv injured in clsn w statnry object in traf
V377,V,Person outside 3-whl mv inj in clsn w statnry object in tra
V379,V,Occup of 3-whl mv injured in clsn w statnry object in traf
V38,V,Occupant of 3-whl mv injured in nonclsn transport accident
V380,V,Driver of 3-whl mv injured in nonclsn trnsp accident nontra
V381,V,Pasngr in 3-whl mv injured in nonclsn trnsp accident nontra
V382,V,Person outside 3-whl mv injured in nonclsn trnsp acc nontra
V383,V,Occup of 3-whl mv injured in nonclsn trnsp accident nontraf
V384,V,Prsn brd/alit a 3-whl mv injured in nonclsn trnsp accident
V385,V,Driver of 3-whl mv injured in nonclsn trnsp accident in tra
V386,V,Pasngr in 3-whl mv injured in nonclsn trnsp accident in tra
V387,V,Person outside 3-whl mv injured in nonclsn trnsp acc in tra
V389,V,Occup of 3-whl mv injured in nonclsn trnsp accident in traf
V39,V,Occupant of 3-whl mv injured in oth and unsp transport acc
V390,V,Driver of 3-whl mv injured in clsn w oth and unsp mv nontra
V3900,V,Driver of 3-whl mv injured in collision w unsp mv nontraf
V3909,V,Driver of 3-whl mv injured in collision w oth mv nontraf
V391,V,Pasngr in 3-whl mv injured in clsn w oth and unsp mv nontra
V3910,V,Passenger in 3-whl mv injured in collision w unsp mv nontra
V3919,V,Passenger in 3-whl mv injured in collision w oth mv nontraf
V392,V,Occup of 3-whl mv injured in clsn w oth and unsp mv nontraf
V3920,V,Occup of 3-whl mv injured in collision w unsp mv nontraf
V3929,V,Occup of 3-whl mv injured in collision w oth mv nontraf
V393,V,Occupant (driver) of 3-whl mv injured in unsp nontraf
V394,V,Driver of 3-whl mv injured in clsn w oth and unsp mv in tra
V3940,V,Driver of 3-whl mv injured in collision w unsp mv in traf
V3949,V,Driver of 3-whl mv injured in collision w oth mv in traf
V395,V,Pasngr in 3-whl mv injured in clsn w oth and unsp mv in tra
V3950,V,Passenger in 3-whl mv injured in collision w unsp mv in tra
V3959,V,Passenger in 3-whl mv injured in collision w oth mv in traf
V396,V,Occup of 3-whl mv injured in clsn w oth and unsp mv in traf
V3960,V,Occup of 3-whl mv injured in collision w unsp mv in traf
V3969,V,Occup of 3-whl mv injured in collision w oth mv in traf
V398,V,Occupant (driver) of 3-whl mv injured in oth transport acc
V3981,V,Occupant of 3-whl mv injured in trnsp acc w military vehicl
V3989,V,Occupant (driver) of 3-whl mv injured in oth transport acc
V399,V,Occupant (driver) of 3-whl mv injured in unsp traf
V40,V,Car occupant injured in collision with pedestrian or animal
V400,V,Car driver injured in collision w ped/anml nontraf
V401,V,Car passenger injured in collision w ped/anml nontraf
V402,V,Person outside car injured in collision w ped/anml nontraf
V403,V,Unsp car occupant injured in collision w ped/anml nontraf
V404,V,Prsn brd/alit a car injured in collision w ped/anml
V405,V,Car driver injured in collision w ped/anml in traf
V406,V,Car passenger injured in collision w ped/anml in traf
V407,V,Person outside car injured in collision w ped/anml in traf
V409,V,Unsp car occupant injured in collision w ped/anml in traf
V41,V,Car occupant injured in collision with pedal cycle
V410,V,Car driver injured in collision w pedal cycle nontraf
V411,V,Car passenger injured in collision w pedal cycle nontraf
V412,V,Person outside car injured in collision w pedl cyc nontraf
V413,V,Unsp car occupant injured in collision w pedal cycle nontra
V414,V,Prsn brd/alit a car injured in collision w pedal cycle
V415,V,Car driver injured in collision w pedal cycle in traf
V416,V,Car passenger injured in collision w pedal cycle in traf
V417,V,Person outside car injured in collision w pedl cyc in traf
V419,V,Unsp car occupant injured in collision w pedal cycle in tra
V42,V,Car occupant injured in collision w 2/3-whl mv
V420,V,Car driver injured in collision w 2/3-whl mv nontraf
V421,V,Car passenger injured in collision w 2/3-whl mv nontraf
V422,V,Person outside car injured in collision w 2/3-whl mv nontra
V423,V,Unsp car occupant injured in collision w 2/3-whl mv nontraf
V424,V,Prsn brd/alit a car injured in collision w 2/3-whl mv
V425,V,Car driver injured in collision w 2/3-whl mv in traf
V426,V,Car passenger injured in collision w 2/3-whl mv in traf
V427,V,Person outside car injured in collision w 2/3-whl mv in tra
V429,V,Unsp car occupant injured in collision w 2/3-whl mv in traf
V43,V,"Car occupant injured pick-up truck, pick-up truck or van"
V430,V,"Car driver injured pick-up truck, pk-up/van nontraf"
V4301,V,Car driver injured in collision w SUV nontraf
V4302,V,Car driver injured in collision w car in nontraffic acciden
V4303,V,Car driver injured in collision w pick-up truck nontraf
V4304,V,Car driver injured in collision w van in nontraffic acciden
V431,V,"Car passenger injured pick-up truck, pk-up/van nontraf"
V4311,V,Car passenger injured in collision w SUV nontraf
V4312,V,Car passenger injured in collision w car nontraf
V4313,V,Car passenger injured in clsn with pick-up truck nontraf
V4314,V,Car passenger injured in collision w van nontraf
V432,V,"Person outside car injured pick-up truck, pk-up/van nontraf"
V4321,V,Person on outside of car injured in collision w SUV nontraf
V4322,V,Person on outside of car injured in collision w car nontraf
V4323,V,Person outside car injured in clsn w pick-up truck nontraf
V4324,V,Person on outside of car injured in collision w van nontraf
V433,V,"Unsp car occupant injured pick-up truck, pk-up/van nontraf"
V4331,V,Unsp car occupant injured in collision w SUV nontraf
V4332,V,Unsp car occupant injured in collision w car nontraf
V4333,V,Unsp car occupant injured in clsn w pick-up truck nontraf
V4334,V,Unsp car occupant injured in collision w van nontraf
V434,V,"Prsn brd/alit a car injured pick-up truck, pk-up/van"
V4341,V,Prsn brd/alit a car injured in collision w SUV
V4342,V,Prsn brd/alit a car injured in collision w car
V4343,V,Prsn brd/alit a car injured in collision w pick-up truck
V4344,V,Prsn brd/alit a car injured in collision w van
V435,V,"Car driver injured pick-up truck, pk-up/van in traf"
V4351,V,Car driver injured in collision w SUV in traffic accident
V4352,V,Car driver injured in collision w car in traffic accident
V4353,V,Car driver injured in collision w pick-up truck in traf
V4354,V,Car driver injured in collision with van in traffic acciden
V436,V,"Car passenger injured pick-up truck, pk-up/van in traf"
V4361,V,Car passenger injured in collision w SUV in traffic acciden
V4362,V,Car passenger injured in collision w car in traffic acciden
V4363,V,Car passenger injured in collision w pick-up truck in traf
V4364,V,Car passenger injured in collision w van in traffic acciden
V437,V,"Person outside car injured pick-up truck, pk-up/van in traf"
V4371,V,Person on outside of car injured in collision w SUV in traf
V4372,V,Person on outside of car injured in collision w car in traf
V4373,V,Person outside car injured in clsn w pick-up truck in traf
V4374,V,Person on outside of car injured in collision w van in traf
V439,V,"Unsp car occupant injured pick-up truck, pk-up/van in traf"
V4391,V,Unsp car occupant injured in collision w SUV in traf
V4392,V,Unsp car occupant injured in collision w car in traf
V4393,V,Unsp car occupant injured in clsn w pick-up truck in traf
V4394,V,Unsp car occupant injured in collision w van in traf
V44,V,Car occupant injured in collision w hv veh
V440,V,Car driver injured in collision w hv veh nontraf
V441,V,Car passenger injured in collision w hv veh nontraf
V442,V,Person outside car injured in collision w hv veh nontraf
V443,V,Unsp car occupant injured in collision w hv veh nontraf
V444,V,Prsn brd/alit a car injured in collision w hv veh
V445,V,Car driver injured in collision w hv veh in traffic acciden
V446,V,Car passenger injured in collision w hv veh in traf
V447,V,Person outside car injured in collision w hv veh in traf
V449,V,Unsp car occupant injured in collision w hv veh in traf
V45,V,Car occupant injured in collision w rail trn/veh
V450,V,Car driver injured in collision w rail trn/veh nontraf
V451,V,Car passenger injured in collision w rail trn/veh nontraf
V452,V,Person outside car injured in clsn w rail trn/veh nontraf
V453,V,Unsp car occupant injured in clsn w rail trn/veh nontraf
V454,V,Prsn brd/alit a car injured in collision w rail trn/veh
V455,V,Car driver injured in collision w rail trn/veh in traf
V456,V,Car passenger injured in collision w rail trn/veh in traf
V457,V,Person outside car injured in clsn w rail trn/veh in traf
V459,V,Unsp car occupant injured in clsn w rail trn/veh in traf
V46,V,Car occupant injured in collision with oth nonmotor vehicle
V460,V,Car driver injured in collision w nonmtr vehicle nontraf
V461,V,Car passenger injured in collision w nonmtr vehicle nontraf
V462,V,Person outside car injured in clsn w nonmtr vehicle nontraf
V463,V,Unsp car occupant injured in clsn w nonmtr vehicle nontraf
V464,V,Prsn brd/alit a car injured in collision w nonmtr vehicle
V465,V,Car driver injured in collision w nonmtr vehicle in traf
V466,V,Car passenger injured in collision w nonmtr vehicle in traf
V467,V,Person outside car injured in clsn w nonmtr vehicle in traf
V469,V,Unsp car occupant injured in clsn w nonmtr vehicle in traf
V47,V,Car occupant injured in collision w statnry object
V470,V,Car driver injured in collision w statnry object nontraf
V471,V,Car passenger injured in collision w statnry object nontraf
V472,V,Person outside car injured in clsn w statnry object nontraf
V473,V,Unsp car occupant injured in clsn w statnry object nontraf
V474,V,Prsn brd/alit a car injured in collision w statnry object
V475,V,Car driver injured in collision w statnry object in traf
V476,V,Car passenger injured in collision w statnry object in traf
V477,V,Person outside car injured in clsn w statnry object in traf
V479,V,Unsp car occupant injured in clsn w statnry object in traf
V48,V,Car occupant injured in noncollision transport accident
V480,V,Car driver injured in nonclsn transport accident nontraf
V481,V,Car passenger injured in nonclsn transport accident nontraf
V482,V,Person outside car injured in nonclsn trnsp accident nontra
V483,V,Unsp car occupant injured in nonclsn trnsp accident nontraf
V484,V,Prsn brd/alit a car injured in nonclsn transport accident
V485,V,Car driver injured in nonclsn transport accident in traf
V486,V,Car passenger injured in nonclsn transport accident in traf
V487,V,Person outside car injured in nonclsn trnsp accident in tra
V489,V,Unsp car occupant injured in nonclsn trnsp accident in traf
V49,V,Car occupant injured in other and unsp transport accidents
V490,V,Driver injured in collision w oth and unsp mv nontraf
V4900,V,Driver injured in collision w unsp mv in nontraffic acciden
V4909,V,Driver injured in collision w oth mv in nontraffic accident
V491,V,Passenger injured in collision w oth and unsp mv nontraf
V4910,V,Passenger injured in collision w unsp mv nontraf
V4919,V,Passenger injured in collision w oth mv nontraf
V492,V,Unsp car occupant injured in clsn w oth and unsp mv nontraf
V4920,V,Unsp car occupant injured in collision w unsp mv nontraf
V4929,V,Unsp car occupant injured in collision w oth mv nontraf
V493,V,Car occupant (driver) (passenger) injured in unsp nontraf
V494,V,Driver injured in collision w oth and unsp mv in traf
V4940,V,Driver injured in collision w unsp mv in traffic accident
